On-Off Premise,Supplier,Brand,Brand Family,Product Num,Product Name,Package,Customer ID,Customer Name,Shipping Address,Buyer Count   2025/1,Units   2025/1,Buyer Count   2025/2,Units   2025/2,Buyer Count   2025/3,Units   2025/3,Buyer Count   2025/4,Units   2025/4,Buyer Count   2025/5,Units   2025/5,Buyer Count   2025/6,Units   2025/6,Buyer Count   2025/7,Units   2025/7,Buyer Count   2025/8,Units   2025/8,Buyer Count   2025/9,Units   2025/9,Buyer Count   2025/10,Units   2025/10,Buyer Count   2025/11,Units   2025/11,Buyer Count   2025/12,Units   2025/12,Buyer Count   2026/1,Units   2026/1,Buyer Count   2026/2,Units   2026/2,Buyer Count   2026/3,Units   2026/3,Buyer Count   2026/4,Units   2026/4,Buyer Count   2026/5,Units   2026/5,Buyer Count   2026/6,Units   2026/6,Buyer Count   2026/7,Units   2026/7
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,150223,New Gold Rose Liquors,392 Williams St,,,1.00,3.00,,,1.00,2.00,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,170097,Discount Liquor,555 Tonnelle Ave,,,,,,,,,1.00,3.00,,,,,,,,,1.00,1.00,,,1.00,2.00,,,,,1.00,2.00,,,,,,,,
Off Premise,Caravella Inc,2 Canos Cheerful Frizzante Strawberry & Coconut,2 Canos,200733,2 Canos Cheerful Frizzante Strawberry & Coconut 1/12/750 mL Btl,1/12/750ml Btl,13001,Shop Rite Liq (A)Littlefl,171 Browertown Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,
Off Premise,Caravella Inc,2 Canos Cheerful Frizzante Peach & Apricot,2 Canos,200732,2 Canos Cheerful Frizzante Peach & Apricot 1/12/750 mL Btl,1/12/750ml Btl,13001,Shop Rite Liq (A)Littlefl,171 Browertown Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Moscato,Chateau Diana,200194,Chateau Diana Non-Alcoholic Moscato 12/750 mL Btl,1/12/750ml Btl,25012,Bottle Liquor (P),550 Lexington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
Off Premise,Savorian INC,Castellani Etichetta Gialla Pinot Noir,Castellani Etichetta Gialla,100953,Castellani Etichetta Gialla Pinot Noir 1/12/750 mL Btl,1/12/750ml Btl,83001,Food Universe Marketplace,937 Lincoln Ave,,,,,,,,,,,,,,,,,,,1.00,1.00,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,170049,Cosmo Liquors & Grocery,402 Pacific Avenue,,,,,,,,,,,,,,,1.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200291,Molly's Irish Cream 6/1.75 L Btl,6/1.75 Liter Btl,21048,Ferraro's Liquor,423 21st Avenue,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Wheated Full Proof,Bardstown Green River,201076,Green River Wheated Full Proof 1/750 ml Btl,1/750ML,42004,Wine And People,260 Bergen Tpk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,150615,Home Liquors(1277 Irvington),1277 Springfield Ave,,,,,,,1.00,1.00,,,1.00,1.00,,,1.00,1.00,1.00,1.00,,,,,,,,,1.00,1.00,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,170251,Peckmans Pharmacy,227 Ocean Ave,1.00,2.00,,,,,,,1.00,4.00,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,,,1.00,2.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,25012,Bottle Liquor (P),550 Lexington Avenue,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,27008,Bermuda Liquors (P),177 Hope Ave,1.00,3.00,,,,,,,1.00,3.00,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,1.00,3.00
Off Premise,American Fruits,AMERICAN FRUIT,American Fruit,200152,American Fruit Bartlett Pear Liqueur 12/375 mL,12/375ml Btl,190650,Shop Rite Wines & Spirits of Roxbury#832,281-8 NJ-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Discovery Series #10,Bardstown Bourbon,201059,Bardstown Discovery Series #10 1/750 mL Btl,1/750ML,24011,Shoppers Vineyard (A),875 Bloomfield Ave,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,67004,Beverage Barn (A),224 Livingston St,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Double Barrel Rye,Bardstown Bourbon,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,44009,Metro Liquor (Cliffside Park),341 Gorge Rd.,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Double Barrel Rye,Bardstown Bourbon,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,29013,Lyndhurst Liquors (P),298 Ridge Road,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),25045,Clifton Disc Liq (A),73 Ackerman Ave Botony Pl,,,,,,,,,,,,,,,,,1.00,12.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,51004,Fill Er Up Kosher Wine(P),174 West Englewood Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200299,Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,55001,Coasters Liquors,37 Union Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,27016,Marina's Wine & Spirits,497 Van Houten Ave,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,11014,Wayne Liquor Locker,598 Valley Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,230114,Liquor Factory III Sparta,41 Woodport Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,1.00,6.00,1.00,8.00
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,5006,Roserne Pkg Store South,1477 NJ-23,1.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,250157,Skylark Discount Liquors,350 West 1st Ave,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Paradisse Spirits LLC,Paradisse Fassionola Liqueur,Paradisse,100923,Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),70001,Montvale Wine/Liq & Beer,110 Farm View,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,170049,Cosmo Liquors & Grocery,402 Pacific Avenue,,,,,,,1.00,1.00,,,,,,,1.00,1.00,,,1.00,1.00,,,1.00,1.00,,,1.00,1.00,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,22032,Economy Liquors,186 5th Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,152014,Haber Liquors,378 Chancellor Ave,,,,,1.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,20080,Raphael & Angel Liq (A),390 Main St,1.00,2.00,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,1.00,4.00,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Collaboration Series Silver Oak,Bardstown Bourbon,201064,Bardstown Collaboration Series Silver Oak 1/750 mL Btl,1/750ML,92011,Bottle King (A) Ramsey,476 Rt 17 N,,,,,,,1.00,1.00,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Caravella Inc,Lou Lou Bubbly Semi Sweet Rose,Caravella,200737,Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,1/12/12oz Can,96002,Wine & Spirit World(W),303 Franklin Ave,1.00,4.00,1.00,8.00,1.00,6.00,1.00,3.00,1.00,3.00,1.00,11.00,1.00,8.00,1.00,5.00,1.00,3.00,1.00,2.00,1.00,7.00,1.00,2.00,1.00,2.00,,,,,1.00,1.00,1.00,3.00,1.00,5.00,1.00,6.00
Off Premise,Caravella Inc,Poca Loca Brazilian Wine,Poca Loca,200738,Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,170038,Harrison Discount Liq(P),416 Frank E Rodgers Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Caravella Inc,Lou Lou Bubbly Semi Sweet Rose,Caravella,200737,Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,1/12/12oz Can,230427,ShopRite Wine & Spirits of Newton#830,125 Water St,,,,,,,1.00,1.00,1.00,2.00,,,1.00,2.00,,,1.00,2.00,1.00,1.00,1.00,2.00,1.00,4.00,1.00,2.00,,,,,,,,,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Cabernet Sauvignon,Chateau Diana,200191,Chateau Diana Non-Alcoholic Cabernet Sauvignon 12/750 mL Btl,1/12/750ml Btl,191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Cruz Beverage,YaVe Tequila Blanco,YaVe Tequila,200384,YaVe Tequila Blanco 1/6/750 mL Btl,1/6/750 mL (BO),29004,Shop-Rite Liq Lyndhurst,542 New York Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00
Off Premise,Jerzey Jungle LLC,Jerzey Jungle Juice,Jerzey Jungle,200762,Jerzey Jungle Juice 6/1.75 L Btl,6/1.75 Liter Btl,51018,Teaneck Discount Liquor,764 New Bridge Road,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Licores Artesanales,Desquite Tradicion,Desquite,200772,Desquite Tradicion 6/750 mL Btl,1/6/750 mL (BO),21044,Farm Boy,465 Getty Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Double Barrel Rye,Bardstown Bourbon,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,88005,Waldwick Wine/Spirits,23 Wyckoff Ave,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200403,Travelers Club Vodka 1/12/750 mL Btl,1/12/750ml Btl,171323,Union Liquors,710 Summit Ave,1.00,1.00,1.00,1.00,,,,,,,1.00,1.00,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,1.00,1.00,,,,
Off Premise,Southern Tier Distilling Company,Southern Tier Pumking Whiskey,Southern Tier Distilling,200517,Southern Tier Pumking Whiskey 6/750 mL Btl,1/6/750 mL (BO),171014,Giannone Wines & Liq.(P),55 Riverwalk Pl,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,75004,Cork & Keg (A),89 Kinderkamack Rd,,,,,,,,,1.00,2.00,1.00,6.00,,,,,,,,,1.00,1.00,1.00,2.00,,,,,1.00,2.00,,,1.00,2.00,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Moscato,Chateau Diana,200194,Chateau Diana Non-Alcoholic Moscato 12/750 mL Btl,1/12/750ml Btl,21033,The Liquor Shop,498 E 30th Street,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,150668,Chancellor Irvington,580 Chancellor Ave,,,,,,,,,,,,,,,,,,,1.00,2.00,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Cruz Beverage,YaVe Tequila Coconut,YaVe Tequila,200385,YaVe Tequila Coconut 1/6/750 mL Btl,1/6/750 mL (BO),43001,City Supermarket,289 Bergen Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Jerzey Jungle LLC,Jerzey Jungle Juice,Jerzey Jungle,200762,Jerzey Jungle Juice 6/1.75 L Btl,6/1.75 Liter Btl,230924,Sussex Co.Discount Liq(P),3235 NJ-94,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),230905,ShopRite Wines & Spirits of Franklin,100 Rt 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,18.00,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,170057,New Town Liquors (P),478 Westside Avenue,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,170230,Aivan Liq (P),112 Tonnelle Ave,,,,,,,1.00,3.00,,,,,,,1.00,5.00,,,,,,,,,,,,,,,1.00,10.00,,,,,,
Off Premise,Boston Beer Company,Dogfish Head Analog Vodka,Dogfish Head Spirits,200600,Dogfish Head Analog Vodka 1/12/750 mL Btl,1/12/750 mL (BO),83001,Food Universe Marketplace,937 Lincoln Ave,1.00,12.00,1.00,12.00,,,,,1.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100914,OVO Vodka Mini Pack 3/750 mL Btl,3/750ML Btl,230401,The Greek's,470 Us-206,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200299,Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,26014,Regalado Liq,168 Market St,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,84010,Ridgewood Super Cellar,32 South Broad,1.00,6.00,,,,,,,,,,,,,,,,,,,1.00,3.00,1.00,3.00,1.00,3.00,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,190208,Boonton Liquor Locker,119 Hawkins Pl,,,1.00,6.00,,,,,1.00,6.00,,,,,,,,,,,,,1.00,6.00,,,1.00,6.00,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200404,Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,24020,US#1 Wine & Liquor,534 Van Houten Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,5.00,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,150221,Jonathan's Liquor Store,263 Central Ave,,,,,,,1.00,2.00,,,,,,,1.00,3.00,,,,,,,,,,,1.00,2.00,,,,,,,,,1.00,3.00
Off Premise,Molly's,Molly's Irish Cream,Molly's,200293,Molly's Irish Cream 60/50 mL Btl,60/50ml Btl,48002,Manor Wine & Liquor,430 Broad Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,25015,Limonta Liqs (A),293 Vernon Ave,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,250056,Continental Wine/Liq,840 Elizabeth Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,1.00,1.00,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,250093,San Homa Liquors,1003 E. 2nd St.,1.00,2.00,,,,,,,1.00,2.00,,,,,,,,,,,,,,,1.00,3.00,,,,,1.00,2.00,1.00,1.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,250300,Jackson Liquors,426 Jackson Ave,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,1.00,1.00,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,150020,Gallaghers Wine & Cheese,559 Bloomfield Ave,1.00,2.00,,,,,,,,,,,,,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,1.00,1.00,,,1.00,2.00,,,1.00,1.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,150649,Ralph Liquors,65-67 Elizabeth Ave,,,,,,,,,,,,,,,,,,,1.00,4.00,,,,,,,1.00,2.00,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,3005,Usa Wine Traders (Wanaque),207 Ringwood Ave,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,25010,Stew Leonard's Wines & Spirits of Clifton,467 Allwood Rd,,,1.00,12.00,,,,,,,,,,,1.00,6.00,,,,,,,1.00,6.00,,,1.00,6.00,,,,,,,,,1.00,6.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,170089,New Orient Liquor,663 Ocean Avenue,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,83010,Bottle King (A) Glen Rock,909 Prospect St,1.00,12.00,,,,,1.00,6.00,,,,,1.00,6.00,1.00,6.00,,,,,1.00,6.00,1.00,12.00,,,,,1.00,6.00,,,1.00,12.00,,,1.00,6.00
Off Premise,Bardstown Bourbon Co,Bardstown Discovery Series #12,Bardstown Bourbon,201061,Bardstown Discovery Series #12 1/750 mL Btl,1/750ML,12011,Bottle King (A) Wayne,1950 NJ-23,,,,,,,1.00,1.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,79004,Coronet Variety,138 West Pleasant Ave,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,,,,,,,1.00,6.00,,,,,,,,,,,,,1.00,12.00,,,,,,,,,,,,,,,,
Off Premise,Caravella Inc,Poca Loca Brazilian Wine,Poca Loca,200738,Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,23002,Valley Liquors (A),343 Hazel St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,
Off Premise,SPYRT Worldwide,Shabo Primo Secco Semi Sweet,Shabo Wine,101074,Shabo Primo Secco Semi Sweet 1/12/750 mL Btl,1/12/750ml Btl,76010,Usa Wine Traders Club (Saddle Brook),66 Market St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Molly's,Molly's Irish Cream,Molly's,200299,Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,150618,Home Liquors(641 Newark),641 Springfield Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,41012,Deli Mart (A),789 Main St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,191518,3 IN 1 LIQUORS INC,47 Hopatchung Rd,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,32017,Wine Grand (Carlstadt),675 Paterson Ave,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,67004,Beverage Barn (A),224 Livingston St,,,,,,,,,,,,,,,,,,,,,,,1.00,18.00,,,,,,,,,,,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Merlot,Chateau Diana,200193,Chateau Diana Non-Alcoholic Merlot 12/750 mL Btl,1/12/750ml Btl,230314,Liquor Factory V Andover,231 Newton Sparta Rd # 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200411,Travelers Club Gin 1/12/750 mL Btl,1/12/750ml Btl,150602,Extra Wine & Liquor,278 Orange St,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,80005,Shop Rite Liq (Paramus),224 Rt 4 E,,,1.00,2.00,,,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,36006,Wallington Liquor and Wine,168 Main Ave,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,150062,United Liquor,362 Washington St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,1.00,4.00,1.00,4.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,15061,Boulevard Wine & Spirits,467 Union Ave,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,20079,Limestone Liquors (A),349 Union Ave,1.00,6.00,,,1.00,6.00,,,,,1.00,6.00,,,,,,,,,,,,,,,1.00,5.00,,,1.00,5.00,,,1.00,5.00,1.00,6.00
Off Premise,Savorian INC,Castellani Etichetta Gialla Pinot Noir,Castellani Etichetta Gialla,100953,Castellani Etichetta Gialla Pinot Noir 1/12/750 mL Btl,1/12/750ml Btl,47005,Exquisite W & L (A),215 Main St,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,25045,Clifton Disc Liq (A),73 Ackerman Ave Botony Pl,,,,,,,,,,,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
