Sales Rep Assigned,Customer Num,Customer Name,Premise,Draft Package,Shipping Address,City,County,Distribution Area,Area,Buyer Count   2026,Cases   2026
Paul Mclaughlin,81002,Shoti Bread House,On Premise,2) Draft and Package,14-29 River Rd,Fair Lawn,Bergen,Sales,Sales,1,30.00
Nick Melissari,29028,Angelo's Restaurant,On Premise,3) Package Only,263 Ridge Road,Lyndhurst,Bergen,Bergen,Bergen,1,30.00
Paul Mclaughlin,67001,Olar Noso,On Premise,2) Draft and Package,493 Tappan Rd,Northvale,Bergen,Bergen,Bergen,1,30.00
Nick Melissari,46007,Kumade,On Premise,3) Package Only,412 Bergen Blvd,Palisades Park,Bergen,Bergen,Bergen,1,30.00
Nick Melissari,49015,PYEONGANDONG,On Premise,2) Draft and Package,89 Main St,Fort Lee,Bergen,Bergen,Bergen,1,30.00
Paul Mclaughlin,50004,Bistro Taino,On Premise,2) Draft and Package,107 E Main S,Bogota,Bergen,Sales,Sales,1,30.00
Nick Melissari,49040,Healing Karaoke,On Premise,3) Package Only,2011 Lemoine Ave #303,Fort Lee,Bergen,Bergen,Bergen,1,30.00
Robin Feldman,34008,The Ivy Inn,On Premise,2) Draft and Package,268 Terrace Ave,Hasbrouck Heights,Bergen,Bergen,Bergen,1,30.00
Robin Feldman,190908,4 Seasons Restaurant,On Premise,2) Draft and Package,322 S Main St,Wharton,Morris,Morris 3,Morris 3,1,30.00
Allison Scott,25011,Kashan Indian Kitchen & Ber,On Premise,2) Draft and Package,50 Market St,Clifton,Passaic,Passaic,Passaic,1,29.00
Office Tell Sell,49003,Roberto's Restaurant (P),On Premise,3) Package Only,936 River Rd,Edgewater,Bergen,Bergen,Bergen,1,29.00
Nick Melissari,31029,Annabella's House Of Mozz,On Premise,2) Draft and Package,900 Paterson Plank Rd,East Rutherford,Bergen,Bergen,Bergen,1,29.00
Robin Feldman,54017,Tenafly Classic Diner,On Premise,3) Package Only,16 W Railroad Ave,Tenafly,Bergen,Bergen,Bergen,1,28.00
Dan Lagala,49012,365 BBQ,On Premise,2) Draft and Package,176 Main St,Fort Lee,Bergen,Bergen,Bergen,1,28.00
Robin Feldman,81032,Hyatt Place Fair Lawn (A),On Premise,3) Package Only,41-01 Broadway,Fair Lawn,Bergen,Bergen,Bergen,1,27.00
Office Tell Sell,53006,Cafe Italiano (Z),On Premise,3) Package Only,14 Sylvan Ave,Englewood Cliff,Bergen,Bergen,Bergen,1,27.00
Office Tell Sell,43014,Patsy's Bistro,On Premise,3) Package Only,344 Jersey Ave,Fairview,Bergen,Bergen,Bergen,1,27.00
Anthony Palmisano,230906,BBQ Chicken Franklin,On Premise,2) Draft and Package,76 NJ-23,Franklin,Sussex,Sussex,Sussex,1,26.00
Dan Lagala,46030,Elks Post 2475 (Z),On Premise,3) Package Only,536 10th St,Palisades Park,Bergen,Bergen,Bergen,1,25.00
Robin Feldman,34010,Costillas Colombian Bar & Grill,On Premise,2) Draft and Package,208 Boulevard,Hasbrouck Heights,Bergen,Sales,Sales,1,25.00
Paul Mclaughlin,41022,Coach House Diner/Rest(Z),On Premise,2) Draft and Package,55 Rt 4 E,Hackensack,Bergen,Bergen,Bergen,1,25.00
Nick Melissari,49021,Hyatt Place Fort Lee,On Premise,3) Package Only,2167 Route 4 East,Fort Lee,Bergen,Bergen,Bergen,1,25.00
Robin Feldman,88009,Matthew Colonial Rest(A),On Premise,3) Package Only,4 Franklin Tpke,Waldwick,Bergen,Bergen,Bergen,1,25.00
Robin Feldman,29047,Elks Post (P),On Premise,2) Draft and Package,251 Park Ave,Lyndhurst,Bergen,Bergen,Bergen,1,24.00
Pablo Lopez,27067,Ukranian (Z) Center,On Premise,2) Draft and Package,240 Hope Ave,Passaic,Passaic,Passaic,Passaic,1,24.00
Office Tell Sell,49009,Ft Lee Athletic Club,On Premise,2) Draft and Package,2029 Lemoine Ave,Fort Lee,Bergen,Bergen,Bergen,1,24.00
Robin Feldman,92016,K Of C Ramsey,On Premise,2) Draft and Package,48 Mechanic St,Ramsey,Bergen,Bergen,Bergen,1,24.00
Robin Feldman,12024,Park Wayne Diner,On Premise,3) Package Only,721 Hamburg Turnpike,Wayne,Passaic,Passaic,Passaic,1,24.00
Brian Sengebush,190815,Sam Adam's Pub (NAFIB4-22-A-0036),On Premise,2) Draft and Package,Bldg 121a,Picatinny,Morris,Morris 1,Morris 1,1,23.00
Robin Feldman,56018,Vfw 6467 (Z),On Premise,3) Package Only,321 S Washington Ave,Bergenfield,Bergen,Bergen,Bergen,1,23.00
Pablo Lopez,15062,Ragtime Gentlemen's Club,On Premise,3) Package Only,821 Mcbride Avenue,Woodland Park,Passaic,Passaic,Passaic,1,23.00
Robin Feldman,12046,Packanack Lake Comm Asso,On Premise,3) Package Only,52 Lake Drive West,Wayne,Passaic,Passaic,Passaic,1,23.00
Robin Feldman,9007,American Lgn Pompton Plains,On Premise,2) Draft and Package,700 Newark Pompton Turnp,Pompton Plains,Morris,Morris 3,Morris 3,1,22.00
Paul Mclaughlin,41027,Cubby's (P),On Premise,2) Draft and Package,249 S River St,Hackensack,Bergen,Bergen,Bergen,1,22.00
Robin Feldman,60017,K Of C Dumont,On Premise,2) Draft and Package,61 Armour Pl,Dumont,Bergen,Bergen,Bergen,1,22.00
Robin Feldman,65008,American Lgn Norwood,On Premise,3) Package Only,480 Broadway,Norwood,Bergen,Bergen,Bergen,1,22.00
Robin Feldman,12066,Residence Inn,On Premise,3) Package Only,30 Nevins Rd,Wayne,Passaic,Passaic,Passaic,1,22.00
Robin Feldman,29018,Pietro's Trattoria,On Premise,3) Package Only,543 Ridge Road,Lyndhurst,Bergen,Bergen,Bergen,1,22.00
Brian Sengebush,190503,The Station,On Premise,2) Draft and Package,99 Midvale Rd.,Mountain Lakes,Morris,Morris 1,Morris 1,1,22.00
Nick Melissari,41031,Houstons (A)Hackensack,On Premise,2) Draft and Package,1 Riverside Square (181),Hackensack,Bergen,Bergen,Bergen,1,21.00
Robin Feldman,190202,Boonton Elks,On Premise,3) Package Only,125 Cornelia St,Boonton,Morris,Morris 1,Morris 1,1,21.00
Robin Feldman,79011,K Of C Maywood,On Premise,2) Draft and Package,105 Grove Ave,Maywood,Bergen,Bergen,Bergen,1,21.00
Robin Feldman,67009,American Lgn Northvale,On Premise,3) Package Only,190 Paris Ave,Northvale,Bergen,Bergen,Bergen,1,20.00
Robin Feldman,85005,Vol Fire Co Midland Pk.,On Premise,3) Package Only,45 Witte Dr,Midland Park,Bergen,Bergen,Bergen,1,20.00
Robin Feldman,52017,Tapas De Espana (P),On Premise,3) Package Only,47 N Dean St,Englewood,Bergen,Bergen,Bergen,1,20.00
Dan Lagala,49057,Gammeeok,On Premise,3) Package Only,485 Main St,Fort Lee,Bergen,Bergen,Bergen,1,20.00
John O'Donoghue,32033,Pulse Gentleman's Club,On Premise,2) Draft and Package,325 Patterson Plank Rd,Carlstadt,Bergen,Sales,Sales,1,20.00
Robin Feldman,230429,Chun Bo (P) Restaurant,On Premise,3) Package Only,66 Sparta Ave,Newton,Sussex,Sussex,Sussex,1,20.00
Nick Melissari,31061,Tipsy Tie Dye,On Premise,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,Bergen,1,20.00
Robin Feldman,24036,Elks Post (Z) #1569,On Premise,3) Package Only,775 Clifton Ave,Clifton,Passaic,Passaic,Passaic,1,20.00
Dan Lagala,44008,GOGIYA,On Premise,2) Draft and Package,606 Anderson Ave,Cliffside Park,Bergen,Bergen,Bergen,1,20.00
Robin Feldman,29055,Vfw Lyndhurst (P),On Premise,3) Package Only,527 Valley Brook Ave,Lyndhurst,Bergen,Bergen,Bergen,1,20.00
Robin Feldman,19025,Riverside Veteran,On Premise,2) Draft and Package,123 Royal Avenue,Hawthorne,Passaic,Passaic,Passaic,1,20.00
Robin Feldman,46022,Te Min Quan (P) Rest.,On Premise,3) Package Only,270 Broad Ave,Palisades Park,Bergen,Bergen,Bergen,1,19.00
Robin Feldman,51015,K Of C Teaneck,On Premise,3) Package Only,829 Windsor Rd,Teaneck,Bergen,Bergen,Bergen,1,18.00
Pablo Lopez,25041,Family Association,On Premise,2) Draft and Package,282 Parker Ave,Clifton,Passaic,Passaic,Passaic,1,17.00
Robin Feldman,41011,Bangkok Garden(P) Thai,On Premise,3) Package Only,261 Main St,Hackensack,Bergen,Bergen,Bergen,1,17.00
Paul Mclaughlin,50035,Nobo,On Premise,2) Draft and Package,1400 Palisade Ave,Teaneck,Bergen,Bergen,Bergen,1,16.00
Robin Feldman,77034,American Lgn Elmwood Park,On Premise,2) Draft and Package,1 Legion Pl,Elmwood Park,Bergen,Bergen,Bergen,1,16.00
Allison Scott,12049,Aramark Educational Services@WPU,On Premise,2) Draft and Package,300 Pompton Road,Wayne,Passaic,Passaic,Passaic,1,14.00
Robin Feldman,57013,Vfw 4290 New Milford(P),On Premise,3) Package Only,267 Madison Ave,New Milford,Bergen,Bergen,Bergen,1,14.00
Robin Feldman,74019,K Of C Westwood,On Premise,3) Package Only,40 Crest St,Westwood,Bergen,Bergen,Bergen,1,14.00
Paul Mclaughlin,62012,Landmark Closter,On Premise,2) Draft and Package,130 Vervalen St,Closter,Bergen,Bergen,Bergen,1,13.00
Robin Feldman,191206,Bella Vista,On Premise,2) Draft and Package,11 Moquis Trail,Oak Ridge,Morris,Morris 1,Morris 1,1,12.00
Robin Feldman,29052,Polish American Club,On Premise,2) Draft and Package,730 New Jersey Ave,Lyndhurst,Bergen,Bergen,Bergen,1,12.00
Paul Mclaughlin,56006,Lula's Latin Cuisine,On Premise,2) Draft and Package,86 S. Washington Ave,Bergenfield,Bergen,Bergen,Bergen,1,11.00
Robin Feldman,191306,Shore Hills Country Club,On Premise,3) Package Only,Vail Rd And Morse Pl,Landing,Morris,Morris 1,Morris 1,1,11.00
Robin Feldman,190716,Lake Telemark Country Clu,On Premise,3) Package Only,38 Telemark Road,Rockaway,Morris,Morris 1,Morris 1,1,11.00
Nick Melissari,40015,Capon's Chophouse,On Premise,2) Draft and Package,390 Hackensack Ave.,Hackensack,Bergen,Sales,Sales,1,11.00
Nick Melissari,28003,Ktb Coffee Shop & Lounge,On Premise,3) Package Only,323 Ridge Rd,North Arlington,Bergen,Bergen,Bergen,1,11.00
Robin Feldman,71015,Park Ridge Vol Fire Dept,On Premise,2) Draft and Package,53 Park Avenue,Park Ridge,Bergen,Bergen,Bergen,1,10.00
Office Tell Sell,42016,Palermo Cafe (A),On Premise,3) Package Only,389 Liberty St,Little Ferry,Bergen,Bergen,Bergen,1,10.00
Nick Melissari,88006,Andrea's Restaurant,On Premise,2) Draft and Package,20 E Prospect St,Waldwick,Bergen,Bergen,Bergen,1,10.00
Javier Melo,27119,El Chever (P),On Premise,3) Package Only,228 Washington Pl,Passaic,Passaic,Passaic,Passaic,1,10.00
Robin Feldman,191527,Garden State Yacht Club,On Premise,3) Package Only,33 Point Pleasant Road,Hopatcong,Sussex,Morris 1,Morris 1,1,10.00
Robin Feldman,12042,Exotic Indian Cuisine,On Premise,3) Package Only,24 Rt 46 East,Wayne,Passaic,Passaic,Passaic,1,10.00
Nick Melissari,80015,Nordstrom Garden Court,On Premise,3) Package Only,501 Garden State Plaza,Paramus,Bergen,Sales,Sales,1,10.00
Office Tell Sell,21020,Rincon Criollo Restaurant,On Premise,3) Package Only,715 E 18th Street,Paterson,Passaic,Passaic,Passaic,1,10.00
Matt Powierski,37026,"Michele (Z) Rest,",On Premise,2) Draft and Package,32 Passaic St,Garfield,Bergen,Bergen,Bergen,1,10.00
Office Tell Sell,49042,Fire Company 3 Ft Lee,On Premise,3) Package Only,557 Main St,Fort Lee,Bergen,Bergen,Bergen,1,10.00
Dan Lagala,44038,Palisadium Club,On Premise,3) Package Only,700 Palisadium Drive,Cliffside Park,Bergen,Bergen,Bergen,1,10.00
Office Tell Sell,44032,Rustica Bar & Restaurant,On Premise,2) Draft and Package,565 Gorge Rd,Cliffside Park,Bergen,Bergen,Bergen,1,8.00
Paul Mclaughlin,52012,CZEN Restaurant,On Premise,2) Draft and Package,36 N Van Brunt St,Englewood,Bergen,Bergen,Bergen,1,7.00
Robin Feldman,18008,Papa Joe's (Z),On Premise,2) Draft and Package,778 Belmont Ave,North Haledon,Passaic,Passaic,Passaic,1,6.00
Office Tell Sell,47007,Luigi's Rest (P),On Premise,2) Draft and Package,54 Mt Vernon St,Ridgefield Park,Bergen,Bergen,Bergen,1,5.00
Robin Feldman,77033,Elmwood Pk-Pater Elks #60,On Premise,3) Package Only,192 Market St,Elmwood Park,Bergen,Bergen,Bergen,1,5.00
Robin Feldman,17015,Haledon Fire Dept(A),On Premise,2) Draft and Package,522 W Broadway,Haledon,Passaic,Passaic,Passaic,1,4.00
Robin Feldman,5012,Butler Fire Department(P),On Premise,2) Draft and Package,26 28 Carey Ave,Butler,Morris,Morris 3,Morris 3,1,4.00
Robin Feldman,18005,Giuseppe (P) Rest.,On Premise,2) Draft and Package,5 Sicomac Road,North Haledon,Passaic,Passaic,Passaic,1,4.00
Robin Feldman,38047,American Legion Lodi Post 136,On Premise,3) Package Only,41 Union St,Lodi,Bergen,Bergen,Bergen,1,3.00
Paul Mclaughlin,74008,MeltToba Restaurant,On Premise,2) Draft and Package,250 Center Ave,Westwood,Bergen,Bergen,Bergen,1,1.00
Allison Scott,12040,NYX,On Premise,2) Draft and Package,24 Galesi Drive,Wayne,Passaic,Passaic,Passaic,1,0.00
Javier Melo,37065,Voraz Fuision,On Premise,2) Draft and Package,68 Lanza Ave,Garfield,Bergen,Sales,Sales,1,-1.00
